Time,Q_1_M,Q_1_L,Q_1_U,Q_2_M,Q_2_L,Q_2_U,PZ_M,PZ_L,PZ_U,P_C1_M,P_C1_L,P_C1_U,P_C2_M,P_C2_L,P_C2_U,QE_M,QE_L,QE_U,QL_M,QL_L,QL_U,Batch
60,0.7371500371813475,0.7275335058155165,0.7460846589889152,0.06573951573818232,0.04906258780028055,0.08300802926357857,0.13461729748233262,0.08740273254086768,0.19425248242490448,0.7046789374276657,0.629260756642104,0.7700372469738551,0.1595196559969681,0.10884468483878652,0.22045374055316708,0.5298155869607604,0.476730251233849,0.5776910025128209,0.47018441303923963,0.42230899748717904,0.523269748766151,0.8707653877791017
90,0.7371500371813475,0.7275335058155165,0.7460846589889152,0.06573951573818232,0.04906258780028055,0.08300802926357857,0.13461729748233262,0.08740273254086768,0.19425248242490448,0.7046789374276657,0.629260756642104,0.7700372469738551,0.1595196559969681,0.10884468483878652,0.22045374055316708,0.5298155869607604,0.476730251233849,0.5776910025128209,0.47018441303923963,0.42230899748717904,0.523269748766151,0.8707653877791017
0,0.734330797882863,0.7249781421479372,0.7444109606018906,0.05501459772958385,0.03673298850242634,0.07332660446980217,0.07696769602198805,0.042042890971340355,0.12121190689994726,0.7484149377179159,0.6843228815399255,0.806988998567586,0.1731452783557514,0.12503021342903303,0.22980830261824367,0.5592433737816129,0.513536403297328,0.6006769557994077,0.44075662621838707,0.3993230442005923,0.4864635967026721,0.4220571983605623
14,0.734330797882863,0.7249781421479372,0.7444109606018906,0.05501459772958385,0.03673298850242634,0.07332660446980217,0.07696769602198805,0.042042890971340355,0.12121190689994726,0.7484149377179159,0.6843228815399255,0.806988998567586,0.1731452783557514,0.12503021342903303,0.22980830261824367,0.5592433737816129,0.513536403297328,0.6006769557994077,0.44075662621838707,0.3993230442005923,0.4864635967026721,0.4220571983605623
30,0.734330797882863,0.7249781421479372,0.7444109606018906,0.05501459772958385,0.03673298850242634,0.07332660446980217,0.0888632982981343,0.05678487681936238,0.1303639086409868,0.7592967290755043,0.6938389731368109,0.8114420622876058,0.1511973495116679,0.10434658529717669,0.20829087552186049,0.5659122671284857,0.5203444903983115,0.60393194510924475,0.4340877328715142,0.3960680548907552,0.47965550960168846,0.4220571983605623
60,0.734330797882863,0.7249781421479372,0.7444109606018906,0.05501459772958385,0.03673298850242634,0.07332660446980217,0.12263490272460412,0.07742897034761438,0.1790017799740853,0.7473084657244646,0.6825235626921318,0.8128282012824241,0.1274712002807964,0.08140176884677054,0.18096130288928267,0.5564991505294727,0.5090967985780249,0.603004107983094,0.4435008494705272,0.396995892016906,0.49090320142197513,0.4220571983605623
90,0.734330797882863,0.7249781421479372,0.7444109606018906,0.05501459772958385,0.03673298850242634,0.07332660446980217,0.12263490272460412,0.07742897034761438,0.1790017799740853,0.7473084657244646,0.6825235626921318,0.8128282012824241,0.1274712002807964,0.08140176884677054,0.18096130288928267,0.5564991505294727,0.5090967985780249,0.603004107983094,0.4435008494705272,0.396995892016906,0.49090320142197513,0.4220571983605623
0,0.7416102741017223,0.7323483646919664,0.7509640830717662,0.0502755438571796,0.03257683321555063,0.06803871674233472,0.1111931296786706,0.07402653475081604,0.16009583936220015,0.677237350052441,0.6102992795076385,0.7371657357863165,0.20907263726984437,0.15578854868868622,0.2684625202911366,0.5127661960827815,0.46637400626447095,0.5565185154358215,0.4872338039172185,0.44348148456417846,0.533625993735529,0.5523131042718887
14,0.7416102741017223,0.7323483646919664,0.7509640830717662,0.0502755438571796,0.03257683321555063,0.06803871674233472,0.1111931296786706,0.07402653475081604,0.16009583936220015,0.677237350052441,0.6102992795076385,0.7371657357863165,0.20907263726984437,0.15578854868868622,0.2684625202911366,0.5127661960827815,0.46637400626447095,0.5565185154358215,0.4872338039172185,0.44348148456417846,0.533625993735529,0.5523131042718887
30,0.7416102741017223,0.7323483646919664,0.7509640830717662,0.0502755438571796,0.03257683321555063,0.06803871674233472,0.11508748481634934,0.07394606747396906,0.16608954088365566,0.7402517508653149,0.676801739473212,0.7984466301292316,0.14339628910753716,0.1003011353919348,0.19762181570942813,0.5561963345349562,0.5111092615140748,0.5978819784516611,0.4438036654650438,0.4021180215483388,0.48889073848592507,0.5523131042718887
60,0.7416102741017223,0.7323483646919664,0.7509640830717662,0.0502755438571796,0.03257683321555063,0.06803871674233472,0.14029799420145664,0.09378999740601741,0.20011483133235541,0.7495045352141501,0.6816608758704106,0.8066131888225905,0.10815846186356709,0.06896532323877462,0.1608538476997447,0.5614108606905045,0.5120275231853326,0.6037391783278397,0.4385891393094955,0.39626082167216015,0.48797247681466727,0.5523131042718887
90,0.7416102741017223,0.7323483646919664,0.7509640830717662,0.0502755438571796,0.03257683321555063,0.06803871674233472,0.14029799420145664,0.09378999740601741,0.20011483133235541,0.7495045352141501,0.6816608758704106,0.8066131888225905,0.10815846186356709,0.06896532323877462,0.1608538476997447,0.5614108606905045,0.5120275231853326,0.6037391783278397,0.4385891393094955,0.39626082167216015,0.48797247681466727,0.5523131042718887
0,0.7299324572316583,0.7205886827493111,0.7394218792992086,0.06985547701270634,0.052238676907675925,0.0880250773993806,0.11706139908211538,0.076280607727337,0.16908981369024775,0.6916715793484514,0.6254922368831809,0.7534054060275752,0.19009586780101828,0.13998752646883578,0.24522604302929743,0.5179957429927733,0.4724409735092867,0.5615613273273349,0.4820042570072267,0.4384386726726652,0.5275590264907133,0.4449712235946208
14,0.7299324572316583,0.7205886827493111,0.7394218792992086,0.06985547701270634,0.052238676907675925,0.0880250773993806,0.11706139908211538,0.076280607727337,0.16908981369024775,0.6916715793484514,0.6254922368831809,0.7534054060275752,0.19009586780101828,0.13998752646883578,0.24522604302929743,0.5179957429927733,0.4724409735092867,0.5615613273273349,0.4820042570072267,0.4384386726726652,0.5275590264907133,0.4449712235946208
30,0.7299324572316583,0.7205886827493111,0.7394218792992086,0.06985547701270634,0.052238676907675925,0.0880250773993806,0.10102685923182678,0.06049839730901333,0.1551404372579307,0.7598029289551052,0.6936883983644057,0.8194498407193793,0.1358446266836273,0.09402033303450534,0.1913316056751961,0.5641150192656825,0.5192427808298139,0.6066745634123205,0.4358849807343174,0.3933254365876794,0.4807572191701861,0.4449712235946208
60,0.7299324572316583,0.7205886827493111,0.7394218792992086,0.06985547701270634,0.052238676907675925,0.0880250773993806,0.08970080148661766,0.05271478941715872,0.13746988782066324,0.7663879415353675,0.7000383538905168,0.8264068912830173,0.1424075135290011,0.09505516636702958,0.19918787035973834,0.5691961557783398,0.5237956205321227,0.61059693097916,0.43080384422166024,0.38940306902083993,0.4762043794678773,0.4449712235946208
90,0.7299324572316583,0.7205886827493111,0.7394218792992086,0.06985547701270634,0.052238676907675925,0.0880250773993806,0.08970080148661766,0.05271478941715872,0.13746988782066324,0.7663879415353675,0.7000383538905168,0.8264068912830173,0.1424075135290011,0.09505516636702958,0.19918787035973834,0.5691961557783398,0.5237956205321227,0.61059693097916,0.43080384422166024,0.38940306902083993,0.4762043794678773,0.4449712235946208
0,0.7379034269372357,0.7285758706632315,0.7474078846937839,0.04996081221457972,0.03212734060511009,0.06612066566979484,0.13768333398490273,0.09528410101273001,0.18863262044701173,0.6932077704347517,0.6288214665633484,0.7493428452453533,0.16858225701964596,0.12294680457152785,0.2233317565862965,0.5196617559926734,0.4745177748915444,0.5605086829296339,0.4803382440073266,0.43949131707036615,0.5254822251084555,0.06589356041513383
14,0.7379034269372357,0.7285758706632315,0.7474078846937839,0.04996081221457972,0.03212734060511009,0.06612066566979484,0.13768333398490273,0.09528410101273001,0.18863262044701173,0.6932077704347517,0.6288214665633484,0.7493428452453533,0.16858225701964596,0.12294680457152785,0.2233317565862965,0.5196617559926734,0.4745177748915444,0.5605086829296339,0.4803382440073266,0.43949131707036615,0.5254822251084555,0.06589356041513383
30,0.7379034269372357,0.7285758706632315,0.7474078846937839,0.04996081221457972,0.03212734060511009,0.06612066566979484,0.11003433369924501,0.06971637697004596,0.16379518569611162,0.7248054889782476,0.6608836143674156,0.7850386601666464,0.16345472755947044,0.11589224221571834,0.2157850420784552,0.5435059901955128,0.49718975117090236,0.5867164072899204,0.4564940098044871,0.41328359271007964,0.5028102488290976,0.06589356041513383
60,0.7379034269372357,0.7285758706632315,0.7474078846937839,0.04996081221457972,0.03212734060511009,0.06612066566979484,0.17764519055433953,0.11872900902785918,0.24603567408914673,0.628571185505776,0.5543220376614624,0.7007377515521425,0.1910199832058091,0.13547634896326377,0.255294232047835,0.473641983479932,0.4195821179813397,0.524529508997946,0.5263580165200679,0.47547049100205396,0.5804178820186602,0.06589356041513383
90,0.7379034269372357,0.7285758706632315,0.7474078846937839,0.04996081221457972,0.03212734060511009,0.06612066566979484,0.17764519055433953,0.11872900902785918,0.24603567408914673,0.628571185505776,0.5543220376614624,0.7007377515521425,0.1910199832058091,0.13547634896326377,0.255294232047835,0.473641983479932,0.4195821179813397,0.524529508997946,0.5263580165200679,0.47547049100205396,0.5804178820186602,0.06589356041513383
0,0.7388855745837346,0.7308984818763484,0.7475466988188165,0.061708635701662864,0.04546858094285453,0.07876953787136678,0.08933610563085415,0.052823498665445716,0.13892456029180572,0.7426278093939801,0.6763462865417195,0.8010760791351422,0.1658188739078314,0.12096856713761805,0.21925438664999639,0.559324881573108,0.5117455750080799,0.6003663898408452,0.44067511842689205,0.39963361015915483,0.48825442499192,0.8592022685334086
14,0.7388855745837346,0.7308984818763484,0.7475466988188165,0.061708635701662864,0.04546858094285453,0.07876953787136678,0.08933610563085415,0.052823498665445716,0.13892456029180572,0.7426278093939801,0.6763462865417195,0.8010760791351422,0.1658188739078314,0.12096856713761805,0.21925438664999639,0.559324881573108,0.5117455750080799,0.6003663898408452,0.44067511842689205,0.39963361015915483,0.48825442499192,0.8592022685334086
30,0.7388855745837346,0.7308984818763484,0.7475466988188165,0.061708635701662864,0.04546858094285453,0.07876953787136678,0.08353090750962508,0.04974807228457749,0.12799122406505328,0.7356795294099084,0.6681611656712784,0.7954115506549667,0.1797498020615214,0.12810364189913773,0.23930803940862164,0.5542986676363957,0.5065498528928968,0.5968900211853121,0.4457013323636044,0.40310997881468785,0.4934501471071032,0.8592022685334086
60,0.7388855745837346,0.7308984818763484,0.7475466988188165,0.061708635701662864,0.04546858094285453,0.07876953787136678,0.1297382086157624,0.08484253529413538,0.18808831496202252,0.7402171697485131,0.6709223595806597,0.8014554074007308,0.12836772941691532,0.08516234069769017,0.18294530691819674,0.5549446127935669,0.5050045400951133,0.5995062649673635,0.4450553872064331,0.40049373503263647,0.4949954599048867,0.8592022685334086
90,0.7388855745837346,0.7308984818763484,0.7475466988188165,0.061708635701662864,0.04546858094285453,0.07876953787136678,0.1297382086157624,0.08484253529413538,0.18808831496202252,0.7402171697485131,0.6709223595806597,0.8014554074007308,0.12836772941691532,0.08516234069769017,0.18294530691819674,0.5549446127935669,0.5050045400951133,0.5995062649673635,0.4450553872064331,0.40049373503263647,0.4949954599048867,0.8592022685334086
0,0.7360966578397106,0.7264581014064813,0.7448602264716421,0.07204264259863288,0.05564004710236892,0.08781709796696532,0.14231327073758393,0.09597054999050528,0.19749020281862534,0.6669447774637078,0.5997697720076886,0.7296366876291719,0.1896954721019387,0.14240180174707925,0.24437789894001882,0.504614310293934,0.4582548296730533,0.549871366250384,0.495385689706066,0.4501286337496159,0.5417451703269467,0.7312635870184749
14,0.7360966578397106,0.7264581014064813,0.7448602264716421,0.07204264259863288,0.05564004710236892,0.08781709796696532,0.14231327073758393,0.09597054999050528,0.19749020281862534,0.6669447774637078,0.5997697720076886,0.7296366876291719,0.1896954721019387,0.14240180174707925,0.24437789894001882,0.504614310293934,0.4582548296730533,0.549871366250384,0.495385689706066,0.4501286337496159,0.5417451703269467,0.7312635870184749
30,0.7360966578397106,0.7264581014064813,0.7448602264716421,0.07204264259863288,0.05564004710236892,0.08781709796696532,0.11793723616584614,0.07657836483223335,0.1735379683986194,0.7548762346179216,0.687321262555152,0.8146851035706858,0.12630404190627542,0.08285806954587951,0.1809277809189723,0.5644978012095148,0.5168463883229298,0.6075841956939506,0.43550219879048524,0.3924158043060494,0.4831536116770701,0.7312635870184749
60,0.7360966578397106,0.7264581014064813,0.7448602264716421,0.07204264259863288,0.05564004710236892,0.08781709796696532,0.1490198639625393,0.09690618327458352,0.20982865484727195,0.7214115124960608,0.6495884088422326,0.785674132928117,0.12730488506314913,0.0879866218497314,0.17900422047994308,0.5402626364201646,0.48895152098161854,0.5866664836286339,0.4597373635798354,0.41333351637136595,0.5110484790183814,0.7312635870184749
90,0.7360966578397106,0.7264581014064813,0.7448602264716421,0.07204264259863288,0.05564004710236892,0.08781709796696532,0.1490198639625393,0.09690618327458352,0.20982865484727195,0.7214115124960608,0.6495884088422326,0.785674132928117,0.12730488506314913,0.0879866218497314,0.17900422047994308,0.5402626364201646,0.48895152098161854,0.5866664836286339,0.4597373635798354,0.41333351637136595,0.5110484790183814,0.7312635870184749
0,0.7297320292863199,0.7203718264407798,0.7393814687376742,0.04857550263364137,0.031117327607317835,0.06591310888560697,0.12752715872746845,0.08485093653102817,0.1830854109827721,0.6914568582997866,0.6266160199086088,0.7525126280982872,0.1785337786832326,0.1316676550983822,0.23547895486209156,0.5133220414352344,0.466409700230137,0.5556989861397792,0.4866779585647656,0.44430101386022075,0.533590299769863,0.3385947276838124
14,0.7297320292863199,0.7203718264407798,0.7393814687376742,0.04857550263364137,0.031117327607317835,0.06591310888560697,0.12752715872746845,0.08485093653102817,0.1830854109827721,0.6914568582997866,0.6266160199086088,0.7525126280982872,0.1785337786832326,0.1316676550983822,0.23547895486209156,0.5133220414352344,0.466409700230137,0.5556989861397792,0.4866779585647656,0.44430101386022075,0.533590299769863,0.3385947276838124
30,0.7297320292863199,0.7203718264407798,0.7393814687376742,0.04857550263364137,0.031117327607317835,0.06591310888560697,0.1283764521275495,0.08483740169573994,0.18372784342363405,0.7216302940937953,0.6574404412273932,0.7817942051528252,0.14783437563214047,0.10227981114174217,0.20264439417226168,0.5343871755520451,0.4873169244087803,0.5764766867557626,0.465612824447955,0.4235233132442374,0.5126830755912196,0.3385947276838124
60,0.7297320292863199,0.7203718264407798,0.7393814687376742,0.04857550263364137,0.031117327607317835,0.06591310888560697,0.1478248128756045,0.10164211885445855,0.20439497325004768,0.7329251051195926,0.6660417697901557,0.7951793810837121,0.11702575269057036,0.07555359876853461,0.1725792474147283,0.5409565457684722,0.4918067831298828,0.5858824165209249,0.4590434542315278,0.414117583479075,0.5081932168701172,0.3385947276838124
90,0.7297320292863199,0.7203718264407798,0.7393814687376742,0.04857550263364137,0.031117327607317835,0.06591310888560697,0.1478248128756045,0.10164211885445855,0.20439497325004768,0.7329251051195926,0.6660417697901557,0.7951793810837121,0.11702575269057036,0.07555359876853461,0.1725792474147283,0.5409565457684722,0.4918067831298828,0.5858824165209249,0.4590434542315278,0.414117583479075,0.5081932168701172,0.3385947276838124
0,0.7326443246314454,0.7229825005387154,0.7420216344490902,0.06701888731610589,0.04991340292264356,0.08341353452540916,0.09882074425350168,0.06090436018566934,0.15331676634688032,0.7049421925901117,0.6411039734376676,0.7656179357935403,0.1932350059321838,0.14439608219417152,0.2528900796237973,0.5294188133456394,0.4846944240096421,0.5721853092399191,0.4705811866543606,0.4278146907600809,0.5153055759903579,0.6731992976274341
14,0.7326443246314454,0.7229825005387154,0.7420216344490902,0.06701888731610589,0.04991340292264356,0.08341353452540916,0.09882074425350168,0.06090436018566934,0.15331676634688032,0.7049421925901117,0.6411039734376676,0.7656179357935403,0.1932350059321838,0.14439608219417152,0.2528900796237973,0.5294188133456394,0.4846944240096421,0.5721853092399191,0.4705811866543606,0.4278146907600809,0.5153055759903579,0.6731992976274341
30,0.7326443246314454,0.7229825005387154,0.7420216344490902,0.06701888731610589,0.04991340292264356,0.08341353452540916,0.10674113970130847,0.06930343605224346,0.15756697952781837,0.7034945262591519,0.637437225673416,0.7659192925642077,0.1881085978291045,0.13878974169962777,0.2462156101346694,0.5278327801552753,0.48226048423673173,0.5708730647344273,0.4721672198447247,0.42912693526557266,0.5177395157632683,0.6731992976274341
60,0.7326443246314454,0.7229825005387154,0.7420216344490902,0.06701888731610589,0.04991340292264356,0.08341353452540916,0.12055476946243704,0.0795253562976326,0.17851506641215717,0.7176789223010529,0.6469186510580802,0.7793827255898689,0.15957055763533673,0.1096595380324981,0.21763302953800598,0.5365144115967755,0.4871353382222546,0.5806417175145607,0.4634855884032245,0.4193582824854391,0.5128646617777455,0.6731992976274341
90,0.7326443246314454,0.7229825005387154,0.7420216344490902,0.06701888731610589,0.04991340292264356,0.08341353452540916,0.12055476946243704,0.0795253562976326,0.17851506641215717,0.7176789223010529,0.6469186510580802,0.7793827255898689,0.15957055763533673,0.1096595380324981,0.21763302953800598,0.5365144115967755,0.4871353382222546,0.5806417175145607,0.4634855884032245,0.4193582824854391,0.5128646617777455,0.6731992976274341
0,0.7374618011546015,0.7282478292962518,0.7473685686639969,0.06096726938409448,0.042603394652250236,0.07884011910993097,0.11127497497382734,0.0728545371911439,0.16085361477715066,0.8003264254804492,0.737924829685283,0.8499949960862141,0.08645705179892765,0.05300534973548835,0.12933562947540692,0.5953827681624282,0.5503970235133375,0.633504055745215,0.4046172318375718,0.36649594425478504,0.44960297648666253,0.7844540746882558
14,0.7374618011546015,0.7282478292962518,0.7473685686639969,0.06096726938409448,0.042603394652250236,0.07884011910993097,0.11127497497382734,0.0728545371911439,0.16085361477715066,0.8003264254804492,0.737924829685283,0.8499949960862141,0.08645705179892765,0.05300534973548835,0.12933562947540692,0.5953827681624282,0.5503970235133375,0.633504055745215,0.4046172318375718,0.36649594425478504,0.44960297648666253,0.7844540746882558
30,0.7374618011546015,0.7282478292962518,0.7473685686639969,0.06096726938409448,0.042603394652250236,0.07884011910993097,0.1411007519047378,0.09464467305980868,0.2037602513931753,0.7290218397321048,0.657607746301642,0.787993187186697,0.1287462505582605,0.08773968153759791,0.179702410133012,0.5456437335765849,0.4942688836764133,0.5884930775753691,0.4543562664234151,0.41150692242463094,0.5057311163235866,0.7844540746882558
60,0.7374618011546015,0.7282478292962518,0.7473685686639969,0.06096726938409448,0.042603394652250236,0.07884011910993097,0.14315042282967283,0.09423168892356688,0.20239161740619546,0.7419286954185671,0.6745710292028031,0.8009038713967591,0.11241447180762298,0.07456545171881335,0.16406489496727217,0.5537771858316729,0.5061884430273677,0.5965531216797917,0.4462228141683271,0.40344687832020826,0.4938115569726323,0.7844540746882558
90,0.7374618011546015,0.7282478292962518,0.7473685686639969,0.06096726938409448,0.042603394652250236,0.07884011910993097,0.14315042282967283,0.09423168892356688,0.20239161740619546,0.7419286954185671,0.6745710292028031,0.8009038713967591,0.11241447180762298,0.07456545171881335,0.16406489496727217,0.5537771858316729,0.5061884430273677,0.5965531216797917,0.4462228141683271,0.40344687832020826,0.4938115569726323,0.7844540746882558
0,0.7382412504501297,0.729433460194124,0.747773421776686,0.08031707596766685,0.06301162652606386,0.0963902871709869,0.11637931258186071,0.07938102909625601,0.15995074632355108,0.7555805821229531,0.6921453762438747,0.8094917912580388,0.12718736577722156,0.08642025037254696,0.1788003104230938,0.5680056778222844,0.5242949030986801,0.606245367019829,0.4319943221777156,0.393754632980171,0.4757050969013198,0.4539578827098012
14,0.7382412504501297,0.729433460194124,0.747773421776686,0.08031707596766685,0.06301162652606386,0.0963902871709869,0.11637931258186071,0.07938102909625601,0.15995074632355108,0.7555805821229531,0.6921453762438747,0.8094917912580388,0.12718736577722156,0.08642025037254696,0.1788003104230938,0.5680056778222844,0.5242949030986801,0.606245367019829,0.4319943221777156,0.393754632980171,0.4757050969013198,0.4539578827098012
30,0.7382412504501297,0.729433460194124,0.747773421776686,0.08031707596766685,0.06301162652606386,0.0963902871709869,0.08968269353252059,0.05353312498561463,0.13731526014583612,0.8017684325133047,0.7414073204511205,0.8560156552440834,0.10553373039012542,0.06685862675613216,0.1571071309465091,0.6006072665139235,0.5561755488400684,0.6393346221038254,0.3993927334860765,0.36066537789617453,0.4438244511599316,0.4539578827098012
60,0.7382412504501297,0.729433460194124,0.747773421776686,0.08031707596766685,0.06301162652606386,0.0963902871709869,0.0893601725036132,0.05035446302760471,0.14025747623445206,0.7241460543827553,0.6565448719895801,0.7834411505060723,0.1844272120044091,0.13707270612088848,0.2422713908047807,0.5497001671188098,0.5023259906354891,0.592142829794116,0.45029983288119024,0.407857170205884,0.49767400936451084,0.4539578827098012
90,0.7382412504501297,0.729433460194124,0.747773421776686,0.08031707596766685,0.06301162652606386,0.0963902871709869,0.0893601725036132,0.05035446302760471,0.14025747623445206,0.7241460543827553,0.6565448719895801,0.7834411505060723,0.1844272120044091,0.13707270612088848,0.2422713908047807,0.5497001671188098,0.5023259906354891,0.592142829794116,0.45029983288119024,0.407857170205884,0.49767400936451084,0.4539578827098012
0,0.7379884988287511,0.7287700468141252,0.7473779040084031,0.04311739595184052,0.025563561797969928,0.06034246274708512,0.12186504252897629,0.08310381378446408,0.17003255070276505,0.7528502044824631,0.6948149014661553,0.8079782282570673,0.12389378049188815,0.08688214008131363,0.17187469834135405,0.5613007685220763,0.5191088223195656,0.5999575253177226,0.43869923147792367,0.40004247468227727,0.48089117768043443,0.8678033647593111
14,0.7379884988287511,0.7287700468141252,0.7473779040084031,0.04311739595184052,0.025563561797969928,0.06034246274708512,0.12186504252897629,0.08310381378446408,0.17003255070276505,0.7528502044824631,0.6948149014661553,0.8079782282570673,0.12389378049188815,0.08688214008131363,0.17187469834135405,0.5613007685220763,0.5191088223195656,0.5999575253177226,0.43869923147792367,0.40004247468227727,0.48089117768043443,0.8678033647593111
30,0.7379884988287511,0.7287700468141252,0.7473779040084031,0.04311739595184052,0.025563561797969928,0.06034246274708512,0.11731100167549247,0.07314345585923976,0.17138132253923763,0.7222788669688422,0.6569147930789065,0.788201357041943,0.15827281987528957,0.11142363164430025,0.21526197043832382,0.5400801497036287,0.49078818562282,0.5866947283617091,0.45991985029637134,0.4133052716382909,0.5092118143771799,0.8678033647593111
60,0.7379884988287511,0.7287700468141252,0.7473779040084031,0.04311739595184052,0.025563561797969928,0.06034246274708512,0.12987398995893956,0.07981216873322788,0.1909362571369693,0.7493460463924291,0.6797415419166092,0.8145634036242791,0.11909465951575249,0.07620144649449787,0.17077213444249595,0.558045175615814,0.5075784833660808,0.6060203003594693,0.441954824384186,0.39397969964053065,0.4924215166339192,0.8678033647593111
