Age,QL00_M,QL00_L,QL00_U,QL15_M,QL15_L,QL15_U,QL35_M,QL35_L,QL35_U,Var
73,0.13915362201504647,0.13192032585361554,0.145788514204915,0.13831188606695338,0.1311548227495077,0.14487626000928522,0.13721040820817146,0.1301482165801678,0.1437140973561185,s1
74,0.14089653039241948,0.1334032297427327,0.14788856989296312,0.1400333996088175,0.13262084475961278,0.14695727550139345,0.13889337340209063,0.13159218869375588,0.145736240628963,s1
75,0.14261019077702278,0.13485200729471714,0.15014316841948006,0.1417250534269881,0.13404848453398238,0.14917162755165866,0.14055149533060826,0.13299231762784552,0.14790023714662412,s1
76,0.14436140288651506,0.13627639518357268,0.1523464445141659,0.14345956169800111,0.135444271274983,0.1513507506494041,0.14226380023556578,0.13435091074179423,0.15006656967216078,s1
77,0.1461251171389572,0.13782401981013306,0.15432605151604092,0.14518741529600476,0.1369917297806419,0.15332985420808737,0.14397000241559665,0.1358919026096107,0.15202324637246697,s1
78,0.1479461953666489,0.13946804159925982,0.15641068303726866,0.1469940255675533,0.1385951745286058,0.15537533858075214,0.1457453125094899,0.13744868740799066,0.15401226928754563,s1
79,0.14973322668812153,0.14106150165648232,0.15861341259056033,0.14875226350666967,0.14018410533308853,0.157517133827632,0.14745706561319957,0.139027314252109,0.15607843626602555,s1
80,0.15160146422935605,0.14250785443388786,0.16103467280289013,0.15060314619120013,0.14160464595711206,0.15992032859002706,0.14929003294888404,0.14042694239300985,0.15843390984600764,s1
81,0.15351335529639037,0.14391674649395375,0.16346091983671834,0.15249324433071965,0.14300503531378037,0.1623019987653212,0.1511515240018968,0.1418076714313278,0.16079520582808304,s1
82,0.15545317307966874,0.14533711794254084,0.16606253957197234,0.1544052045745729,0.1444048186548421,0.16484924152976477,0.15301514015573697,0.14318056247472558,0.16326645782958848,s1
83,0.15738867867261708,0.14688805203759805,0.16875739373914606,0.15631130875484425,0.14593189853606203,0.16751042035932487,0.1549057663903451,0.14467540372984083,0.16587667025458638,s1
84,0.15935671971623297,0.14823346031532555,0.17132706545906154,0.15823452732818571,0.14726328269462305,0.17004557666337133,0.156777031589506,0.14598967356556766,0.16836713462222944,s1
85,0.16135807849695777,0.14969917524226686,0.17409696220163406,0.16021087782677199,0.14870951999549714,0.17276945183753264,0.15870697590624333,0.14741054020209646,0.17103112512880103,s1
86,0.16336931505147678,0.15118597202378342,0.17683463000096242,0.16221542266220026,0.15017643312621876,0.1754647261256977,0.16066923449646234,0.14885156006568812,0.17367138522248343,s1
87,0.16533710927034823,0.15278520028640588,0.17961531189781543,0.16414142485424288,0.15176016351188124,0.17820179895248991,0.162586965689684,0.15041529052413424,0.17635173935663767,s1
88,0.16742308069139228,0.15443782189301156,0.18243265388693802,0.1661979752299249,0.15339490818148674,0.18097492801323203,0.1646004822528747,0.15201593127949545,0.1790676739939073,s1
89,0.1695969129022986,0.15603241627138562,0.18529417900478604,0.16833815888818376,0.15497607202964442,0.18379010494838155,0.1666720450612147,0.15357838605201796,0.18182765062153508,s1
90,0.17173914494952092,0.15736671277235237,0.1882204696893121,0.17044914529035335,0.15629194496097268,0.1866844933365713,0.1687600513767929,0.1548820982109771,0.1846757497409291,s1
91,0.17396531237779217,0.15882826660193416,0.19122681074132875,0.17263994730046203,0.15771253194139023,0.18964099069360132,0.17089630161745428,0.15625062640629556,0.18756768160109202,s1
92,0.17614030288734087,0.1604048061631708,0.19428117743778187,0.17477585976071514,0.15926659990052133,0.19264393542513497,0.17298722503472413,0.15777430794819902,0.19050404420950331,s1
93,0.1784003213638233,0.1620666390691551,0.19738493083400416,0.17700808847436358,0.16088815378444016,0.19569481740146463,0.17518600490153732,0.15934377516624715,0.19348543718763325,s1
94,0.18061004466364639,0.16374899461755302,0.2003846458798323,0.17917982424899542,0.1625456400241617,0.1986682244033093,0.1772960283491844,0.16096895050099683,0.1964254723804787,s1
95,0.18281467769228799,0.1654452470466546,0.20342765649001118,0.18135365420433142,0.16422017681370427,0.20161976423486277,0.17944220870396335,0.16261051185935213,0.19930232182888233,s1
50,0.11278295479478118,0.10494911572736364,0.1221490535659204,0.11224304543949282,0.10449530760266282,0.12153527065569861,0.11153144441632669,0.10387257338684837,0.12072669932762868,s10
51,0.1139691548027219,0.10629405197581651,0.12297748463556493,0.1134354700064418,0.10583675328338094,0.12234641088907414,0.11273490270411668,0.1052334082939221,0.12152646537254763,s10
52,0.11521135259879033,0.10766045436133491,0.12391691199509117,0.11466742303714689,0.10719079062421855,0.12327606011107754,0.11395434951032402,0.10657121745814714,0.12243352460090105,s10
53,0.11642155662578559,0.10914031231111952,0.12486355022430426,0.11586117247794758,0.1086357604288365,0.12424215078605766,0.11512177897705517,0.10797043346123164,0.1234092432299521,s10
54,0.11763551160920983,0.11044877344207964,0.12582766539830179,0.11705336359921473,0.10995352931449343,0.12517569629797132,0.11630325768213634,0.10930040137658434,0.12431714297113136,s10
55,0.11877854262644646,0.11179268306989115,0.126850364368681,0.11818289056901089,0.11127163177764579,0.12619282868383963,0.11740869801215831,0.11058482556463808,0.1253425412871372,s10
56,0.12002660161731746,0.1132513226839595,0.12800581702949382,0.11944248055021864,0.11271476754261041,0.12733630483028513,0.11865808533623126,0.1119643038707232,0.12645475581129306,s10
57,0.12128453037897,0.11441752287955015,0.12917441224542486,0.12066783961738717,0.11387000271224802,0.12849228541369243,0.1198580496449551,0.11314842555187042,0.12759423500876646,s10
58,0.12253629114997042,0.11575105234416638,0.13042456056720017,0.12191673966676164,0.1151912876072821,0.1297366072699733,0.12108697125624765,0.11445366094641339,0.1288119487516387,s10
59,0.12378814053853304,0.11707209693563102,0.1315529997526293,0.1231516684947301,0.116457053683827,0.1308454705574003,0.12231257932242307,0.11564735482362133,0.1299141919820785,s10
60,0.1250424411245212,0.11817469603774275,0.13289108880945796,0.12439124255712605,0.11756715516886793,0.13217094433340146,0.12353374958755683,0.11676702355074817,0.13121143189708884,s10
61,0.12635813050125516,0.11944021243573494,0.13410893927872516,0.12569824998834067,0.1188462696835599,0.13339932814801808,0.12482687931617414,0.11805515883839067,0.13246444135166938,s10
